transaction_id,customer_id,product_id,product_category,quantity,price,total_amount,payment_method,store_location,timestamp
d131f8df-09ff-41f4-a288-21f720779e41,df388306-e9ac-4387-a4ca-ba1d7246daad,P004,Books,5,19.99,99.95,Credit Card,Chicago,2026-07-14T12:24:37.817956
50d69f48-b40a-41a6-867d-b380a4bb644c,e1133604-2460-49a5-9d1f-e9b960bf403c,P004,Books,4,19.99,79.96,Debit Card,Dallas,2026-07-14T12:24:37.817970
5ff61053-3f1a-48a4-97e8-a924b0dc8ab0,bcd42408-cff9-4d58-b5e4-4dddaafa6218,P003,Home,5,129.99,649.95,Cash,New York,2026-07-14T12:24:37.817983
3af7ea9c-7154-4968-9c87-6f8d47075982,2183b399-fb3c-4f87-b469-34e6d9e8c5f7,P002,Clothing,3,49.99,149.97,Debit Card,Dallas,2026-07-14T12:24:37.817996
054703f5-0061-42f5-a794-dc239265e3b5,0a386ba0-1ae8-4711-9887-36c7ae87a818,P005,Sports,3,89.99,269.97,Cash,Chicago,2026-07-14T12:24:37.818010
31f232f1-d707-4257-8bfb-eb6c2226f2e2,e25410d7-ba80-4199-b60b-edb3501331a2,P005,Sports,3,89.99,269.97,Credit Card,Dallas,2026-07-14T12:24:37.818024
ed98fba2-4432-47a4-b175-2d741ce186af,4a1c8f94-c8d4-4f42-b812-f154e46ee9b4,P001,Electronics,4,799.99,3199.96,PayPal,Chicago,2026-07-14T12:24:37.818038
1e03a597-56bc-4bcd-bc6b-6375ae475fd1,129ec540-65c0-4019-b68e-5e2f1a053e56,P004,Books,4,19.99,79.96,Credit Card,Chicago,2026-07-14T12:24:37.818055
8f5296df-6787-4863-8430-a0079703ee6c,541bc1c2-2afc-4657-93d5-89630d7d9103,P001,Electronics,2,799.99,1599.98,Cash,Dallas,2026-07-14T12:24:37.818070
48beec88-8a2d-4cc6-bc0d-c8daeb9cf26d,77e67a6a-cbd3-4e33-8fbb-07df6de2839e,P002,Clothing,5,49.99,249.95,Credit Card,Chicago,2026-07-14T12:24:37.818084
4c432a7f-309f-4950-ba75-e70abd4b83e0,ee8be190-8a9b-4530-9962-edbfc2e00930,P005,Sports,5,89.99,449.95,Debit Card,Chicago,2026-07-14T12:24:37.818097
d672108a-a1f9-4e93-875c-469a30180ebb,b25219d7-6099-4b23-a1bb-596097f4ecc4,P002,Clothing,2,49.99,99.98,Credit Card,Boston,2026-07-14T12:24:37.818111
2b07c533-9215-4e8a-b826-5a227a3e78cb,4e7231ec-3c8e-422e-a100-bc42b517d1eb,P002,Clothing,4,49.99,199.96,Cash,Dallas,2026-07-14T12:24:37.818124
19bbca8f-bccc-4284-88f9-c80f7183a6d4,4de46483-3f76-49d3-9622-29cd62a07df1,P003,Home,3,129.99,389.97,Debit Card,New York,2026-07-14T12:24:37.818138
369d700e-a1ea-4700-8d93-f14e4b3f5096,0217453a-922d-43c2-bb09-5b9d8bb55ff5,P003,Home,2,129.99,259.98,Credit Card,Dallas,2026-07-14T12:24:37.818151
0118039e-7a6c-4187-88f4-5347270509b2,dedede27-7aed-4862-aa30-7150f0290fe5,P001,Electronics,5,799.99,3999.95,PayPal,Chicago,2026-07-14T12:24:37.818165
5af3bd2e-02b1-406f-86ea-ee2232cc6dfa,bd8e3733-325d-474b-8534-1d118f2f2432,P001,Electronics,4,799.99,3199.96,PayPal,Boston,2026-07-14T12:24:37.818179
cd30e7fb-278f-42e0-9060-a9866f74a855,1ca34c70-8c52-42ef-a1a2-60ab148b508c,P005,Sports,3,89.99,269.97,Credit Card,Chicago,2026-07-14T12:24:37.818193
531ff45b-97e8-4a67-94c0-3c396ef75bd7,c38bae0e-dbad-4fde-a12d-3a2f5aaa0be0,P005,Sports,5,89.99,449.95,Credit Card,Dallas,2026-07-14T12:24:37.818206
a03ffb2d-4ae9-448d-9506-7167272b39e0,f8473651-f533-4365-a29f-222e1ae53a87,P003,Home,2,129.99,259.98,PayPal,New York,2026-07-14T12:24:37.818220
dbd1140d-0a60-4fe2-a344-609c5d3527b1,7daed450-ef45-4705-894d-aac54acd8592,P002,Clothing,1,49.99,49.99,Debit Card,Boston,2026-07-14T12:24:37.818233
e5185dcd-ef00-4446-9911-0176f8b37d0a,3310e401-e4f1-4bdd-97df-770ae9f6e6d7,P005,Sports,2,89.99,179.98,Credit Card,Dallas,2026-07-14T12:24:37.818247
febd25c1-ce04-4d12-a5d1-1f22abd26a81,91c660a5-4f2f-4219-a93c-480e07cc96d2,P003,Home,5,129.99,649.95,Debit Card,Chicago,2026-07-14T12:24:37.818260
81ef5eff-a8a8-495a-a471-3e27dcf8e67d,1171a10d-2ec4-4e98-bb42-09c0096a470d,P002,Clothing,4,49.99,199.96,Credit Card,New York,2026-07-14T12:24:37.818273
4eb3f22f-71df-4ca1-9027-c5b6b9c9f288,4b258866-bf7e-41b9-a205-2ef039afee48,P001,Electronics,5,799.99,3999.95,Cash,Boston,2026-07-14T12:24:37.818287
d31a42e2-1645-47d7-9d13-b5337a8ced36,38673748-3f65-4ef2-9df0-4d417ce40c3b,P004,Books,1,19.99,19.99,Cash,Boston,2026-07-14T12:24:37.818300
b7700a94-283e-4b2f-b4d1-1b29608b13f1,825526d3-3c01-4714-8ceb-8cc9592db9ae,P002,Clothing,4,49.99,199.96,Credit Card,Boston,2026-07-14T12:24:37.818314
6dc7d317-a11f-4ad9-aeb4-09ad4fc4a82f,6318d3ae-3304-4df7-8044-397752c0098d,P003,Home,4,129.99,519.96,Debit Card,Dallas,2026-07-14T12:24:37.818327
8c427f69-7313-42fe-a6ad-f450670fbf7f,1c55fe56-5bd5-436c-8042-7b7de0bd4aca,P003,Home,5,129.99,649.95,PayPal,New York,2026-07-14T12:24:37.818343
599db024-3268-44ca-a82e-928d20f357cc,971d54d6-62d8-41f7-b244-2e466d262caa,P005,Sports,3,89.99,269.97,PayPal,Boston,2026-07-14T12:24:37.818357
0e7b3f0c-cf04-45fd-9cc4-ec993c8e90ca,5c1c2456-e768-424a-a3f2-8e16cbd6f519,P003,Home,3,129.99,389.97,PayPal,Dallas,2026-07-14T12:24:37.818371
b80569f7-778f-46e3-a5f5-fdacab1ef7c5,2fe5d64e-68a7-4ebf-aad5-3a0322386f92,P003,Home,3,129.99,389.97,Credit Card,New York,2026-07-14T12:24:37.818384
174a81b8-ef37-4470-b950-c58f61566d05,987fbb9b-e04e-437d-9f10-60bdc67debb7,P001,Electronics,4,799.99,3199.96,PayPal,Dallas,2026-07-14T12:24:37.818398
fc19ca50-f26f-4ed0-a892-ab92d0e7f28b,529b9cea-7ff1-468a-9721-8130530d5dbb,P004,Books,3,19.99,59.97,Debit Card,Boston,2026-07-14T12:24:37.818412
5ee941cc-d0ba-4cfe-a272-5b3cf7107bd0,be14c629-6828-49be-868a-948e0ff10326,P005,Sports,2,89.99,179.98,Debit Card,Dallas,2026-07-14T12:24:37.818425
43a2be5a-90e7-4ce9-a863-10ed186004e9,8606a55a-37c2-419c-a87f-9027891ac616,P001,Electronics,3,799.99,2399.97,PayPal,Chicago,2026-07-14T12:24:37.818439
8080aebe-fd40-4b35-bb3c-f438dad68262,436b9419-73d6-4c32-bcf5-be29d1ba38e7,P004,Books,4,19.99,79.96,Credit Card,Chicago,2026-07-14T12:24:37.818452
d5753b9a-703b-4d1f-af25-213500201c7a,72a73def-c8a3-46ff-9701-869900695fa0,P002,Clothing,4,49.99,199.96,Debit Card,Boston,2026-07-14T12:24:37.818466
30e23e58-09f8-4413-ae11-b3c9f7f9760c,5d28c81d-78dd-4928-bfbb-e01329ce6dc4,P003,Home,5,129.99,649.95,Credit Card,Seattle,2026-07-14T12:24:37.818480
f58bfaba-9446-4536-a624-204b8e45a2e9,85e17920-5c6d-451d-87df-37d6eb4b56ad,P004,Books,3,19.99,59.97,Debit Card,Dallas,2026-07-14T12:24:37.818493
f29fd71e-dd09-4f5d-92b0-f3e8a69dd8ff,0b679af1-3684-46e7-912a-631e758e1f2d,P001,Electronics,3,799.99,2399.97,PayPal,Dallas,2026-07-14T12:24:37.818507
d7ca601e-e9e4-40b7-8ad5-b5377fa3b881,e6c9c9b2-80e1-41c8-9f18-3813804129bc,P001,Electronics,4,799.99,3199.96,Credit Card,Dallas,2026-07-14T12:24:37.818520
402857c9-26d0-4388-bfe7-7cb8df70781c,0d5daa92-38dc-4bd9-8457-236129f3f178,P004,Books,4,19.99,79.96,Cash,New York,2026-07-14T12:24:37.818534
5dfb8100-bd37-46cf-93af-e4c5e68d7995,6101fbae-1893-447e-9c8f-c8a275293b3c,P004,Books,4,19.99,79.96,Debit Card,Chicago,2026-07-14T12:24:37.818547
6c4f86a9-5ecc-4c83-a96e-7dea25039f76,57fda29f-10f0-4eba-8719-a1d6bc26c496,P002,Clothing,3,49.99,149.97,Credit Card,New York,2026-07-14T12:24:37.818561
2208fdd1-29db-4110-b551-312fa234b39b,5a16d94a-fdb9-4671-8630-427045f9f4ce,P001,Electronics,1,799.99,799.99,PayPal,New York,2026-07-14T12:24:37.818575
1a470ca6-7b5a-48a5-ab44-39f0441401f3,08255b40-4533-454a-a70e-75393d8dfe7f,P002,Clothing,4,49.99,199.96,Cash,Boston,2026-07-14T12:24:37.818588
97f9a7a2-9fad-4fa1-9bee-91b4e87e7c5c,a4be3353-2239-4b7d-9e47-01380fd65202,P001,Electronics,2,799.99,1599.98,Cash,Chicago,2026-07-14T12:24:37.818601
0cc66c8a-96e2-46e2-a4b6-78acc8302fec,ebf1825c-c37e-4c09-83a8-ee7d55fce124,P004,Books,1,19.99,19.99,PayPal,New York,2026-07-14T12:24:37.818615
fdb5a6eb-4171-48e3-bbf5-4b29633dbc10,d45c5c54-d72f-4069-9f5a-a3bba60dc598,P004,Books,4,19.99,79.96,PayPal,New York,2026-07-14T12:24:37.818628
f325b9ab-e016-4591-b10b-eec56e8b013d,0baca326-0ea2-432c-a302-751e1cfe7139,P003,Home,5,129.99,649.95,Credit Card,Boston,2026-07-14T12:24:37.818642
b9228af1-30e2-443b-9304-e6049967cbc6,0d7554ac-b00d-4ddc-8687-5faf22c5e955,P004,Books,4,19.99,79.96,Cash,Chicago,2026-07-14T12:24:37.818655
f64560d3-5023-4c5e-a0c1-1ea5baf9f12d,156bcbdc-f585-4354-b52a-2727a9a7c006,P001,Electronics,3,799.99,2399.97,PayPal,Dallas,2026-07-14T12:24:37.818669
09412ca4-c1d0-4f69-b135-f8f8f589ce56,b5a11d27-bb59-42b3-a9a0-3ec5eba73fb1,P003,Home,4,129.99,519.96,Debit Card,Boston,2026-07-14T12:24:37.818683
5a330b62-e470-433f-afdf-0014964a6d27,71e8b09c-5fcd-4c17-8bc4-27db28fdb86f,P005,Sports,3,89.99,269.97,Cash,Chicago,2026-07-14T12:24:37.818696
986f9734-dcb7-44a8-a5e1-2dba9f7a195e,7ce8c81b-87b0-440e-95df-cc2ac51da8e1,P003,Home,4,129.99,519.96,Debit Card,Boston,2026-07-14T12:24:37.818709
77863624-132e-4174-9d7c-e7e66769f8ef,8783242a-c984-488b-86ca-f72c21db838b,P005,Sports,3,89.99,269.97,PayPal,Dallas,2026-07-14T12:24:37.818723
35420023-423a-4967-94e4-4bf81e0d99d3,5c33a957-2c0d-4aa0-a7b2-54850795f4c9,P001,Electronics,5,799.99,3999.95,PayPal,Seattle,2026-07-14T12:24:37.818737
cd1fb134-3065-4ebf-bcbf-2a706543440a,e5994d7d-3e2b-4a07-ba6e-0dff18da6cf6,P004,Books,2,19.99,39.98,Cash,New York,2026-07-14T12:24:37.818750
8b21d7f2-0f98-42d5-82b4-7a197fa13806,029e31f7-4292-4a22-a56d-3d25d0908edf,P004,Books,4,19.99,79.96,Debit Card,Chicago,2026-07-14T12:24:37.818766
9c9b2e52-9e05-474b-b3ea-f21d38acb5cd,73f4ed94-4a0f-4d9f-a9d2-05540e6fd10d,P002,Clothing,2,49.99,99.98,Cash,New York,2026-07-14T12:24:37.818780
e7b6fc4a-580b-46c7-a780-6f3e7ed17805,6d7c1c8c-c017-4c65-b569-32cab359f04e,P005,Sports,1,89.99,89.99,PayPal,Boston,2026-07-14T12:24:37.818794
6f965deb-2f25-49d0-a243-7cd42b9ef6b1,58ce6c1b-3bc3-43a3-9afb-e70a2ba17ce4,P003,Home,1,129.99,129.99,PayPal,Chicago,2026-07-14T12:24:37.818808
aa336404-6076-4a9f-84e9-9576708ed58b,793bbf42-4d37-4c14-a3d4-200594c37f27,P005,Sports,5,89.99,449.95,Cash,Boston,2026-07-14T12:24:37.818821
de4b5e86-8381-4424-8ac2-27449d639991,e4d9857e-2cd5-46d6-af19-e953f8c5b881,P001,Electronics,4,799.99,3199.96,Cash,Dallas,2026-07-14T12:24:37.818835
4e039fba-3bce-46c5-b28b-b03008b68e6e,8e44d912-da9d-45cf-949e-fbd2f8fa01a5,P005,Sports,4,89.99,359.96,PayPal,Dallas,2026-07-14T12:24:37.818848
66647f1c-91b8-4516-a81c-3c7b02ea8b50,962589c3-75e2-43ce-84a3-8df06e6e1ec9,P004,Books,3,19.99,59.97,PayPal,Dallas,2026-07-14T12:24:37.818862
348d2f76-a32d-45d1-ba37-905c2d12734d,be663bb3-0068-42b1-94d2-c2f0af48cb57,P001,Electronics,5,799.99,3999.95,Credit Card,Chicago,2026-07-14T12:24:37.818876
92211c24-091c-432a-911f-3066835adc9f,44270a89-baae-4d06-8dd3-53359f1da8d0,P004,Books,4,19.99,79.96,Debit Card,Boston,2026-07-14T12:24:37.818890
8cdf2d97-9ee2-4e3f-a693-6c62b8784121,b65525a9-3fa5-4d20-b920-8ed11e6572f1,P004,Books,4,19.99,79.96,PayPal,Chicago,2026-07-14T12:24:37.818903
848e6248-a4ec-4ff0-b0cf-0282c45896e2,90b2f7a3-d316-492e-9f02-1281cef9b623,P005,Sports,1,89.99,89.99,PayPal,Chicago,2026-07-14T12:24:37.818917
f398225c-e6a6-4d68-84b0-9afeb6d961dc,64f47c0a-8c74-4639-986e-232ce5418b95,P004,Books,3,19.99,59.97,PayPal,Dallas,2026-07-14T12:24:37.818931
ca74d471-958f-4445-b600-f0d8dc177ea3,41cb0fcb-dd4c-427e-8f76-9530cb00aba6,P001,Electronics,5,799.99,3999.95,Debit Card,Chicago,2026-07-14T12:24:37.818945
b1b5ab5b-8ca7-44ba-b7ab-c548dfb82904,e146e920-bf34-4ffc-a0c6-e07b4b6e8ab5,P001,Electronics,1,799.99,799.99,Debit Card,Chicago,2026-07-14T12:24:37.818958
22de6d19-fc02-4b5a-ba5a-1ad2a0b13e90,1cdf71c5-777d-448e-a6eb-3b9f32180fc8,P003,Home,3,129.99,389.97,Debit Card,Chicago,2026-07-14T12:24:37.818971
21e0a9ff-abc8-42a3-9ddc-549262229a0f,d8f8ea02-e888-4648-a5e5-b277b29b60d8,P005,Sports,3,89.99,269.97,Cash,Chicago,2026-07-14T12:24:37.818985
08637f84-c591-480c-8f09-48c46cfa7067,fa48ab96-73b5-4cba-850e-b3e6e548e013,P002,Clothing,2,49.99,99.98,PayPal,Chicago,2026-07-14T12:24:37.818999
d0ea4c88-9464-4790-809b-5075845ee80e,d81af410-3aaa-4862-9323-13dfea4d8e10,P001,Electronics,1,799.99,799.99,Debit Card,Boston,2026-07-14T12:24:37.819013
be7b16ab-91ce-4db9-a0d0-e4d913694fa5,8f45ce6c-257f-4ddf-8351-f7740081a207,P003,Home,1,129.99,129.99,Credit Card,Boston,2026-07-14T12:24:37.819026
c89fde3e-b0fd-499e-b11a-3c68bade1ad1,eb2ea450-ad46-4059-9c3f-b707053f4ce3,P001,Electronics,2,799.99,1599.98,Credit Card,Boston,2026-07-14T12:24:37.819040
71bf00d0-c133-4dd5-bce7-adad0b060148,88ff7187-e1d4-4fdb-900c-54315a62169d,P002,Clothing,5,49.99,249.95,Credit Card,New York,2026-07-14T12:24:37.819059
2eaf25c3-0c3a-40d5-9cb1-02c4002ea1aa,362e4279-6de6-440f-890f-f8d2305a05b2,P005,Sports,1,89.99,89.99,Debit Card,Dallas,2026-07-14T12:24:37.819073
5ad7222e-36f5-408f-ad33-fb22f5bf72ae,d069161b-eaf4-4ec7-9cd8-f62ca9e6e80e,P005,Sports,1,89.99,89.99,PayPal,Dallas,2026-07-14T12:24:37.819086
2f817f14-98ec-4d98-ac79-43995bf9c755,5e60019d-1e58-44d1-b289-5c33211e49ec,P001,Electronics,4,799.99,3199.96,Debit Card,Dallas,2026-07-14T12:24:37.819100
2756f2d1-8bee-440f-ae4b-d9165e1d56ad,62cea8d2-0b9f-4bcf-af33-dc2bce4aef6a,P003,Home,2,129.99,259.98,Credit Card,Boston,2026-07-14T12:24:37.819113
c35332c1-b468-4c19-b706-dcb8a9b5e3df,bc1a0d46-0ee0-4050-bd13-5234bc8fa4c9,P004,Books,4,19.99,79.96,Credit Card,Boston,2026-07-14T12:24:37.819127
29abf2e5-c846-4378-afaf-6b8a88c422a7,4e9288b7-a17f-4f8a-8bc1-f6894ed87771,P003,Home,4,129.99,519.96,PayPal,Seattle,2026-07-14T12:24:37.819140
9ab929de-6a58-40e7-bcbd-13db8b2876a2,73bb13dc-f4d3-49f5-8c38-0d5f9590091f,P004,Books,2,19.99,39.98,Cash,Dallas,2026-07-14T12:24:37.819153
0ab39a8a-c244-4c74-9588-476890b3dde9,d34515c1-ae6e-4b8b-9335-574b8338e0af,P003,Home,2,129.99,259.98,Credit Card,Dallas,2026-07-14T12:24:37.819167
7601410f-0589-44f3-b98f-e26dd85380af,6a3f508b-27fb-495b-bb8e-06afd6a4d751,P003,Home,5,129.99,649.95,Cash,Boston,2026-07-14T12:24:37.819181
9bb76f8f-5fb0-42e2-bf6d-12764226d403,a8d95b9c-450e-4acd-87ad-71afc4aa59bd,P001,Electronics,1,799.99,799.99,PayPal,Dallas,2026-07-14T12:24:37.819194
d986e1d9-2f8d-4072-abf5-7c119539bf67,ddad987b-0915-41f7-986f-b6b3f20e6825,P001,Electronics,3,799.99,2399.97,PayPal,Boston,2026-07-14T12:24:37.819208
d08a5458-8ab2-42c6-958a-56a0a8951441,157aae04-0172-491d-978a-31ff05229ba3,P003,Home,4,129.99,519.96,Cash,Dallas,2026-07-14T12:24:37.819221
9c88307b-7638-47e3-a583-979c275f15ba,22191589-49d8-4276-8898-a1c23d45f241,P002,Clothing,2,49.99,99.98,Debit Card,Seattle,2026-07-14T12:24:37.819235
33e66076-c21d-4a5e-b5ff-d95c94de9fa0,adda6264-6a17-401d-9bea-99b264b7604d,P002,Clothing,1,49.99,49.99,Cash,New York,2026-07-14T12:24:37.819248
1ff11992-bb39-4cca-97e8-caf0362eb804,e590602e-2908-46b1-82f8-54781a4e87fd,P001,Electronics,1,799.99,799.99,Credit Card,Boston,2026-07-14T12:24:37.819262
f426c3bc-212c-4c3a-841c-9a421ab7e1cc,9454b8bb-4733-47d7-8228-391e0a412a19,P001,Electronics,1,799.99,799.99,Credit Card,Dallas,2026-07-14T12:24:37.819276
8dd00f90-4576-438c-9061-6d5ef86d2bf9,76a67b86-23fa-4b9e-8794-d9c1a74380f0,P005,Sports,3,89.99,269.97,Debit Card,Seattle,2026-07-14T12:24:37.819290
624f5a4a-7440-48d4-a73f-2dcab5c6473a,93d8fd66-77f4-4437-8d4a-2ee091004b1c,P004,Books,4,19.99,79.96,Debit Card,Seattle,2026-07-14T12:24:37.819303
ca415b4a-70ee-4ae9-b0dc-b8ad451d71f1,56c3997a-8022-4396-aad1-6da7a74c8fa5,P002,Clothing,1,49.99,49.99,Credit Card,New York,2026-07-14T12:24:37.819317
53528d94-155d-4a3b-9b23-2e6aeabaa319,9bcfd731-5a4e-437f-8304-073c6bf99e8d,P002,Clothing,5,49.99,249.95,Credit Card,Dallas,2026-07-14T12:24:37.819330
629bdc17-8745-4313-9b21-7acfa9fb46c6,78a0bba2-e33c-4699-bbfb-4035197145dd,P002,Clothing,4,49.99,199.96,PayPal,Dallas,2026-07-14T12:24:37.819344
6c5b2a26-41ec-490a-9edf-0371f158355c,9355a7c3-7bf3-47e5-b97d-84ec36c540c9,P005,Sports,4,89.99,359.96,Cash,Dallas,2026-07-14T12:24:37.819357
2e76370e-ab11-4080-ba70-09650f039c27,dbc5c744-b6d0-4b42-b14b-3e579bedce0c,P003,Home,4,129.99,519.96,Credit Card,Chicago,2026-07-14T12:24:37.819371
119567c4-94f0-4086-a79c-20f37a4eefed,c959bcbc-f6d2-4c2a-b3d0-6aa3e3fa02ae,P004,Books,4,19.99,79.96,Debit Card,Dallas,2026-07-14T12:24:37.819385
13c2482f-d934-4137-871f-e95a9cb4ad1c,d289228d-6f67-4ebb-be27-4ff145b28a4f,P001,Electronics,2,799.99,1599.98,Debit Card,Boston,2026-07-14T12:24:37.819398
5e454759-677d-4d48-b916-2ce655d8ae8f,a5793e21-ad3e-4188-b616-8724b048cf0b,P004,Books,1,19.99,19.99,Credit Card,Boston,2026-07-14T12:24:37.819415
97058425-a3f0-417a-9996-1daf59979752,bf0e496c-0178-4dc4-9aa0-d77876c1f642,P005,Sports,3,89.99,269.97,Cash,New York,2026-07-14T12:24:37.819429
752c2418-e1d8-4963-96b7-813a021782a3,5711ccba-a46f-43f3-8b8d-8a34137bf36d,P002,Clothing,1,49.99,49.99,Credit Card,Seattle,2026-07-14T12:24:37.819442
b96a3b3c-834c-4f10-9962-be3095dca034,a7bc6604-31d1-461a-930a-268ce2c673d5,P005,Sports,4,89.99,359.96,Debit Card,Boston,2026-07-14T12:24:37.819456
